Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,546,The god of small things,Arundhati Roy,RVUN21LB0666,School of Liberal Arts and Sciences,English fiction,,2002,823 ARU,Penguin,,9780-143028574,450,03/29/2022 0:00,Book Paradise,339
Books,547,The wonder  that was india,"Basham, A. L.",RVUN21LB0667,School of Liberal Arts and Sciences,History of india,,2004,954 BAS,Picador,,978-93899109344,599,03/29/2022 0:00,,572
Books,548,India after gandhi,"Guha, Ramachandra",RVUN21LB0668,School of Liberal Arts and Sciences,History of india,10th Ed,2017,954.04 GUH,Picador,,978-9382616979,599,03/29/2022 0:00,Book Paradise,"xxxix, 919"
Books,549,Kafka on the shore,"Murakami, Haruki",RVUN21LB0669,School of Liberal Arts and Sciences,Paleosiberian  literature,,2005,895.635 MUR,Vintage,,978-0099494096,499,03/29/2022 0:00,Book Paradise,615
Books,550,The handmaid' tale,"Atwood, Margaret.",RVUN21LB0670,School of Liberal Arts and Sciences,Fiction,,2017,813.54,Vintage,,978-1784873189,0,03/29/2022 0:00,Book Paradise,324
Books,551,Ten lessons for a post -pandemic world,"Zakaria, Fareed.",RVUN21LB0671,School of Liberal Arts and Sciences,Social forecasts,,2021,303.49 ZAK,Penguin,,978-0141995625,599,03/29/2022 0:00,Book Paradise,"x, 324"
Books,552,Amitabh bachchan,"Singh, Sunny.",RVUN21LB0672,School of Liberal Arts and Sciences,Hindi Literatures,,2018,791.43028092 SIN,Bloomsbury,,978-9388271561,399,03/29/2022 0:00,Book Paradise,192
Books,553,The steel frame a history of the ias,"Gupta, Deepak.",RVUN21LB0673,School of Liberal Arts and Sciences,Administration of central government,,2021,351.54 GUP,Lotus,,978-8194206866,395,03/29/2022 0:00,Book Paradise,368
Books,554,India a history,"Keay, John.",RVUN21LB0674,School of Liberal Arts and Sciences,History of india,,2010,954 KEA,Harper,,978-0007307753,799,03/29/2022 0:00,Book Paratdise,704
Books,555,God save the hon'ble supreme,"Nariman, Fali S.",RVUN21LB0675,School of Liberal Arts and Sciences,Education,,2021,370.092 NAR,Hay house,,978-9391067362,499,03/29/2022 0:00,Book Paradise,304
Books,556,The 7 habits of highly effective people,"Covey, Stephen R.",RVUN21LB0676,School of Liberal Arts and Sciences,Applied psychology,,2013,158 COV,Simon & schorter,,978-1471131820,599,03/29/2022 0:00,,"xxx, 391"
Books,557,The 7 habits of highly effective people,"Covey, Stephen R.",RVUN21LB0677,School of Liberal Arts and Sciences,Applied psychology,,2013,158 COV,Simon & schorter,,978-1471131820,599,03/29/2022 0:00,Book Paradise,"xxx, 391"
Books,558,The 8th habit,"Covey, Stephen R.",RVUN21LB0678,School of Liberal Arts and Sciences,Applied psychology,,2007,158 COV,Simon & schorter,,978-1847391469,599,03/29/2022 0:00,Book Paradise,414
Books,559,The 8th habit,"Covey, Stephen R.",RVUN21LB0679,School of Liberal Arts and Sciences,Applied psychology,,2007,158 COV,Simon & schorter,,978-1847391469,599,03/29/2022 0:00,Book Paradise,414
Books,560,The one thing,"Keller, Gary.",RVUN21LB0680,School of Liberal Arts and Sciences,Personnel success in business,1st Ed,2013,650.1 KEL,John murry,,978-1848549609,399,03/29/2022 0:00,Book Paradise,256
Books,561,The one thing,"Keller, Gary.",RVUN21LB0681,School of Liberal Arts and Sciences,Personnel success in business,1st Ed,2013,650.1 KEL,John murry,,978-1848549609,399,03/29/2022 0:00,Book Paradise,256
Books,562,Die empty unleash your best work everyday,"Henry, Todd.",RVUN21LB0682,School of Liberal Arts and Sciences,Personnel success in business,,2015,650.1  HEN,Penguin,,978-0593419045,499,03/29/2022 0:00,,"ix, 229"
Books,563,Die empty unleash your best work everyday,"Henry, Todd.",RVUN21LB0683,School of Liberal Arts and Sciences,Personnel success in business,,2015,650.1  HEN,Penguin,,978-0593419045,499,03/29/2022 0:00,Book Paradise,"ix, 229"
Books,564,The greatness guide,"Sharma, Robin.",RVUN21LB0684,School of Liberal Arts and Sciences,Personal improvement and analysis,1st Ed,2008,158.1 SHA,Jaico,,978-8179928158,350,03/29/2022 0:00,Book Paradise,221
Books,565,The greatness guide,"Sharma, Robin.",RVUN21LB0685,School of Liberal Arts and Sciences,Personal improvement and analysis,1st Ed,2008,158.1 SHA,Jaico,,978-8179928158,350,03/29/2022 0:00,Book Paradise,221
Books,566,Leadership wisdom,"Sharma, Robin.",RVUN21LB0686,School of Liberal Arts and Sciences,Production,1st Ed,2003,338.470050684 SHA,Jaico,,978-814950632,299,03/29/2022 0:00,Book Paradise,272
Books,567,Leadership wisdom,"Sharma, Robin.",RVUN21LB0687,School of Liberal Arts and Sciences,Production,1st Ed,2003,338.470050684 SHA,Jaico,,978-814950632,299,03/29/2022 0:00,Book Paradise,272
Books,568,My story,Kamala Das,RVUN21LB0688,School of Liberal Arts and Sciences,Poetry,,2009,821 KAM,Harper,,978-8172238971,299,03/29/2022 0:00,Book Paradise,214
Books,569,My story,Kamala Das,RVUN21LB0689,School of Liberal Arts and Sciences,Poetry,,2009,821 KAM,Harper,,978-8172238971,299,03/29/2022 0:00,Book Paradise,214
Books,570,The curse stories,Salma,RVUN21LB0690,School of Liberal Arts and Sciences,Short stories,,2020,796.357 SAL,Speaking tiger,,978-9389958874,350,03/29/2022 0:00,Book Paradise,191
Books,571,The curse stories,Salma,RVUN21LB0691,School of Liberal Arts and Sciences,Short stories,,2020,796.357 SAL,Speaking tiger,,978-9389958874,350,03/29/2022 0:00,Book Paradise,191
Books,572,The spirit of enquiry: notes of dissent,"Krishna, T. M.",RVUN21LB0692,School of Liberal Arts and Sciences,Music,,2021,780.954 KRI,Allen lane,,978-0670095803,599,03/29/2022 0:00,Book Paradise,"xxiii, 319"
Books,573,The spirit of enquiry: notes of dissent,"Krishna, T. M.",RVUN21LB0693,School of Liberal Arts and Sciences,Music,,2021,780.954 KRI,Allen lane,,978-0670095803,599,03/29/2022 0:00,Book Paradise,"xxiii, 319"
Books,574,Burn after writing,"Jones, Sharon.",RVUN21LB0694,School of Liberal Arts and Sciences,Applied psychology,,2021,158.16 JON,Tarcherperigee,,978-1529148398,499,03/29/2022 0:00,Book Paradise,"xii, 147"
Books,575,Burn after writing,"Jones, Sharon.",RVUN21LB0695,School of Liberal Arts and Sciences,Applied psychology,,2021,158.16 JON,Tarcherperigee,,978-1529148398,499,03/29/2022 0:00,Book Paradise,"xii, 147"
Books,576,Languages of truth essays: 2003-2020,"Rushdie, Salman.",RVUN21LB0696,School of Liberal Arts and Sciences,Essays,,2021,824.92 RUS,Penguin india,,978-0670092802,799,03/29/2022 0:00,Book Paradise,416
Books,577,Languages of truth essays: 2003-2020,"Rushdie, Salman.",RVUN21LB0697,School of Liberal Arts and Sciences,Essays,,2021,824.92 RUS,Penguin india,,978-0670092802,799,03/29/2022 0:00,Book Paradise,416
Books,578,Indians: a brief history of a civilisation,"Arora, Namit",RVUN21LB0698,School of Liberal Arts and Sciences,History,,2021,934 ARO,Penguin viking,,978-0670090433,599,03/29/2022 0:00,Book Paradise,296
Books,579,Indians: a brief history of a civilisation,"Arora, Namit",RVUN21LB0699,School of Liberal Arts and Sciences,History,,2021,934 ARO,Penguin viking,,978-0670090433,599,03/29/2022 0:00,Book Paradise,296
Books,580,The book of indian essays: two hundred year of english prose,"Mehrotra, Arvind Krishna.",RVUN21LB0700,School of Liberal Arts and Sciences,Essay,,2020,824.0080954 MEH,Hachette,,978-9389253634,699,03/29/2022 0:00,Book Paradise,"xvi, 446"
Books,581,The book of indian essays: two hundred year of english prose,"Mehrotra, Arvind Krishna.",RVUN21LB0701,School of Liberal Arts and Sciences,Essay,,2020,824.0080954 MEH,Hachette,,978-9389253634,699,03/29/2022 0:00,Book Paradise,"xvi, 446"
Books,582,Fundamentals of statistics,"Gupta, S.C.",RVUN21LB0702,School of Liberal Arts and Sciences,General statistics,7th Ed,2018,310 GUP,Himalaya publications,,978-9350517697,898,03/29/2022 0:00,Book Paradise,1234
Books,583,Fundamentals of statistics,"Gupta, S.C.",RVUN21LB0703,School of Liberal Arts and Sciences,General statistics,7th Ed,2018,310 GUP,Himalaya publications,,978-9350517697,898,03/29/2022 0:00,Book Paradise,1234
Books,584,Rajaraja chola,"Srinivasan, Raghavan.",RVUN21LB0704,School of Liberal Arts and Sciences,Biography,,2021,954.82 SRI,Leadstart,,978-9354581144,299,03/29/2022 0:00,Book Paradise,248
Books,585,Fooled by randomness,"Taleb, Nassim Nicholas,",RVUN21LB0705,,,,2007,123.3  TAL,Penguin,,978-0141031484,0,,,
Books,586,The psychology of stupidity,"Francois, Jean.",RVUN21LB0706,School of Liberal Arts and Sciences,Psychology,,2020,155.7 FRA,Macmillan,,978-1529053838,599,03/29/2022 0:00,Book Paradise,"xv, 368"
Books,587,How to make the world add up,"Harford, Tim.",RVUN21LB0707,School of Liberal Arts and Sciences,Statistics,1st Ed,2020,519.5 HAR,Hachette,,97803-49143866,599,03/29/2022 0:00,Book Paradise,352
Books,588,The wise woman and other stories: the best of mannu bhandari,Mannu bhandari,RVUN21LB0708,School of Liberal Arts and Sciences,Short stories,,2021,891.43371 MAN,Roli,,978-8186939864,395,03/29/2022 0:00,Book Paradise,"xii, 248"
Books,589,I too had a dream,"Kurien, Verghese",RVUN21LB0709,School of Liberal Arts and Sciences,Short stories,,2021,636.2142092 KUR,Lotus,,978-8174364074,395,03/29/2022 0:00,Book Paradise,"xiv, 249"
Books,590,Finding your element,"Robinson, Ken.",RVUN21LB0710,School of Liberal Arts and Sciences,Self help,,2014,153.9 ROB,Penguin,,978-0241952023,499,03/29/2022 0:00,Book Paradise,258
Books,591,Freakonomics,"Dubner, Stephen J.",RVUN21LB0711,School of Liberal Arts and Sciences,Non Fiction,,2015,330 DUB,Penguin,,978-0141019017,350,03/29/2022 0:00,Book Paradise,"xiv, 315"
Books,592,How to change your mind the new science of psychedelics,"Pollan, Michael.",RVUN21LB0712,School of Liberal Arts and Sciences,Nonfiction,,2018,615.7883 POL,Penguin,,9780141-985138,599,03/29/2022 0:00,Book Paradise,480
Books,593,Thinking fast & slow,"Kahneman, Daniel.",RVUN21LB0713,School of Liberal Arts and Sciences,Nonfiction,,2012,153.42 KAH,Penguin,,978-0141033570,650,03/29/2022 0:00,Book Paradise,499
Books,594,How the mind works,"Pinker, Steven.",RVUN21LB0714,School of Liberal Arts and Sciences,Psychology,,2009,153 PIN,Penguin,,978-0141980782,524.25,03/29/2022 0:00,Book Paradise,"xx, 660"
Books,595,Selected poems,Kamala das,RVUN21LB0715,School of Liberal Arts and Sciences,Poetry,,2014,821.91 KAM,Penguin,,978-0143421047,350,03/29/2022 0:00,,"xciv, 223"
Books,596,"Ca 377-advertising annual-51, communication arts",,RVUN21LB0716,School of Design and Innovations,,,2010,659.1,Comm Arts,,,553.5,03/28/2022 0:00,Page - 3,
Books,597,Europes india,"Subraamanya, Sanjay.",RVUN22LB0001,School of Liberal Arts and Sciences,History,1,2020,303.48240540903 SUB,Harward,,9780674983731,899,04/17/2022 0:00,SK Publisher and Distributors,416
Books,598,Time smart,"Whillans, Ashley",RVUN22LB0002,School of Liberal Arts and Sciences,Self-Help,1,2020,650.11 WHI,Harward,,9781633698352,999,04/17/2022 0:00,,"viii, 184"
Books,599,The subtle art of not giving a fuck,"Manson, Mark.",RVUN22LB0003,School of Liberal Arts and Sciences,Self-Help,1,2020,158.1 MAN,Harward,,9780063019720,599,04/17/2022 0:00,,224
Books,600,Chanakya view,"Varma, Pavan K.",RVUN22LB0004,School of Liberal Arts and Sciences,History,1,2020,954 VAR,Westland,,9789388689526,699,04/17/2022 0:00,SK Publisher and Distributors,"xviii, 324"
Books,601,The body,"Bryson, Bill.",RVUN22LB0005,School of Liberal Arts and Sciences,Non-fiction,1,2020,612 BRY,Westland,,9780857522405,999,04/17/2022 0:00,SK Publisher and Distributors,454
Books,602,The psychology book,Dk,RVUN22LB0006,School of Liberal Arts and Sciences,Psychology,1,2020,150 DK,Dk,,9781405391245,2499,04/17/2022 0:00,SK Publisher and Distributors,352
Books,603,Environmental psychology,Das B.K.,RVUN22LB0007,School of Liberal Arts and Sciences,Psychology,1,2020,155.9 DAS,Omega,,9789389409130,1195,04/17/2022 0:00,SK Publisher and Distributors,265
Books,604,Physiological psychology,"Khosla,  Meetu.",RVUN22LB0008,School of Liberal Arts and Sciences,Psychology,1,2017,150 KHO,Sage,,9789386062116,595,04/17/2022 0:00,SK Publisher and Distributors,"xxix, 429"
Books,605,Applied psychometry,"Chadha,  N. K.",RVUN22LB0009,School of Liberal Arts and Sciences,Psychology,1,2009,150.15195 CHA,Sage,,9788132100782,600,04/17/2022 0:00,SK Publisher and Distributors,"xiii, 362"
Books,606,Psychological testing,"Miller, Leslie A.",RVUN22LB0010,School of Liberal Arts and Sciences,Psychology,1,2015,150.287 MIL,Sage,,9789351502838,595,04/17/2022 0:00,SK Publisher and Distributors,620
Books,607,Community psychology,"Sibnath, Deb.",RVUN22LB0011,School of Liberal Arts and Sciences,Psychology,1,2020,362.220954 SIB,Sage,,9789353884048,595,04/17/2022 0:00,SK Publisher and Distributors,"xxxii, 371"
Books,608,Cognitive psychology,"Galotti, Kathleen M.",RVUN22LB0012,School of Liberal Arts and Sciences,Psychology,5,2015,153 GAL,Sage,,9789351502777,575,04/17/2022 0:00,SK Publisher and Distributors,500
Books,609,Abnormal psychology,"Mangal, S K",RVUN22LB0013,School of Liberal Arts and Sciences,Psychology,2nd Ed,2020,150 MAN,Sterling,,9789386245656,325,04/17/2022 0:00,SK Publisher and Distributors,
Books,610,Research methodology in behavioural sciences,"Mangal, S K",RVUN22LB0014,School of Liberal Arts and Sciences,Psychology,1,2012,016.30018 MAN,Phi,,9788120348080,595,04/17/2022 0:00,SK Publisher and Distributors,"xxiii, 740"
Books,611,Essentials of educational psychology,"Mangal, S K",RVUN22LB0015,School of Liberal Arts and Sciences,Psychology,1,2007,370.15 MAN,Phi,,9788120330559,575,04/17/2022 0:00,SK Publisher and Distributors,"x, 726"
Books,612,General psychology,"Mangal, S K",RVUN22LB0016,School of Liberal Arts and Sciences,Psychology,1,2020,150 MAN,Sterling,,9789386245762,350,04/17/2022 0:00,SK Publisher and Distributions,432
Books,613,Essential social psychology,"Crisp, Richard J.",RVUN22LB0017,School of Liberal Arts and Sciences,Psychology,3,2017,302 CRI,Sage Publications,,9789386446138,675,04/17/2022 0:00,SK Publisher and Distributions,432
Books,614,An introduction to psychology,"Mangal, S K",RVUN22LB0018,School of Liberal Arts and Sciences,Psychology,1,2009,150 MAN,Sterling,,9788120718401,160,04/17/2023 0:00,SK Publisher and Distribution,221
Books,615,Exploring social psychology,"Myers, David.",RVUN22LB0019,School of Liberal Arts and Sciences,Psychology,8th Ed,2020,302 MYE,Tmh,,9789389949773,599,04/17/2022 0:00,SK Publisher and Distributors,512
Books,616,Advanced educational psychology,"Kuppuswamy, B.",RVUN22LB0020,School of Liberal Arts and Sciences,Psychology,1,2004,370.15 KUP,Sterling,,9788120705654,225,04/17/2022 0:00,SK Publisher and Distributors,511
Books,617,Psychology & gender,"Natu, Sadhana.",RVUN22LB0021,School of Liberal Arts and Sciences,Psychology,1,2021,155.33 NAT,Sage,,9789391370268,550,04/17/2022 0:00,SK Publisher and Distributors,288
Books,618,Social psychology in every life,"Deb, Sibnath.",RVUN22LB0022,School of Liberal Arts and Sciences,Psychology,1,2019,302.0954 DEB,Sage,,9789353281847,475,03/17/2022 0:00,SK Publisher and Distributors,"xxxii, 332"
Books,619,Sports psychology,"Mangal, S K",RVUN22LB0023,School of Liberal Arts and Sciences,Psychology,1,2021,150 MAN,Sage,,9789353887186,775,03/17/2022 0:00,SK Publisher and Distributors,"xxiii, 602"
Books,620,Abnormal psychology,"Ray, William J.",RVUN22LB0024,School of Liberal Arts and Sciences,Psychology,1,2018,150 RAY,Sage,,9789352806829,695,03/17/2022 0:00,SK Publisher and Distributors,764
Books,621,Health psychology theory practice & research,"Hariharan, Meena.",RVUN22LB0025,School of Liberal Arts and Sciences,Psychology,1,2020,150 HAR,Sage,,9789353883492,650,03/17/2023 0:00,SK Publisher and Distributors,512
Books,622,Understanding childhood & adolescence,"Ranganathan, Namita.",RVUN22LB0026,School of Liberal Arts and Sciences,Psychology,1,2020,155.4 RAN,Sage,,9789353882280,695,03/17/2022 0:00,SK Publisher and Distributors,"xxv, 405"
Books,623,Lifespan development,"Santrock, John.",RVUN22LB0027,School of Liberal Arts and Sciences,Psychology,17,2021,155 SAN,Tmh,,9789390727551,895,03/17/2022 0:00,SK Publisher and Distributors,672
Books,624,Doughnut economics,"Raworth, Kate.",RVUN22LB0028,School of Liberal Arts and Sciences,Economics,1,2018,330 RAW,Rh,,9781847941398,750,03/17/2022 0:00,SK Publisher and Distributors,"viii, 375"
Books,625,Modi's india,"Jaffrelot, Christophe",RVUN22LB0029,School of Liberal Arts and Sciences,History,1,2021,954.0533 JAF,Cntxt,,9789391234843,899,03/17/2022 0:00,SK Publisher and Distributors,"xiv, 639"
Books,626,Tata - the global corporation that built indian capi,"Raianu, Mircea.",RVUN22LB0030,School of Liberal Arts and Sciences,Business,1,2021,338.88954 RAI,Harward,,9780674262393,799,03/17/2022 0:00,SK Publisher and Distributors,304
Books,627,In services of the republic,"Kelkar, Vijay.",RVUN22LB0031,School of Liberal Arts and Sciences,Economics,1,2019,338.954 KEL,Penguine,,9780670093328,699,03/17/2022 0:00,SK Publisher and Distributors,"xiii, 425"
Books,628,The sustainable economy,"Devine, Robert S.",RVUN22LB0032,School of Liberal Arts and Sciences,Climate change,1,2020,333.70973 DEV,Penguine,,9780307277176,699,03/17/2022 0:00,SK Publisher and Distributors,352
Books,629,A functioning anarchy -,"Guha, Ramachanra.",RVUN22LB0033,School of Liberal Arts and Sciences,History,1,2021,363.700954 GUH,Penguine,,9780670093700,699,03/17/2022 0:00,SK Publisher and Distributors,"xxiii, 367"
Books,630,Indian on televion,"Mehta, Nalin.",RVUN22LB0034,School of Liberal Arts and Sciences,Fiction,1,2008,813.6 MEH,Harper,,9788172237264,750,03/17/2022 0:00,SK Publisher and Distributors,"xiii, 393"
Books,631,Latitudes of longing,"Swarup, Shubhangi.",RVUN22LB0035,School of Liberal Arts and Sciences,Fiction,1,2019,823.92 SWA,Harper,,9789353574741,399,03/17/2022 0:00,SK Publisher and Distributors,331
Books,632,The family & the nation,"Kalam, Abdul  A. P. J.",RVUN22LB0036,School of Liberal Arts and Sciences,Social science,1,2014,303.40954 KAL,Harper,,9788172237271,350,03/17/2022 0:00,SK Publisher and Distributors,224
Books,633,Bird by bird,"Lamott, Anne.",RVUN22LB0037,School of Liberal Arts and Sciences,Literature,1,1995,808.02 LAM,Penguine,,9780385480017,599,03/17/2022 0:00,SK Publisher and Distributors,221
Books,634,Ghachar ghochar,"Shanbhag, Vivek.",RVUN22LB0038,School of Liberal Arts and Sciences,Fiction,1,2016,894.814371 SHA,Harper,,9789352642373,299,03/17/2022 0:00,SK Publisher and Distributors,117
Books,635,On writing well,"Zinsser, William.",RVUN22LB0039,School of Liberal Arts and Sciences,Literature,1,2020,808.042 ZIN,Harper,,9780063026605,599,03/17/2022 0:00,SK Publisher and Distributors,336
Books,636,Early indians,"Joseph, Tony",RVUN22LB0040,School of Liberal Arts and Sciences,Social science,1,2021,305.800954 JOS,Jp,,9789391165956,499,03/17/2022 0:00,SK Publisher and Distributors,640
Books,637,Caste and race in india,"Ghurye, G. S.",RVUN22LB0041,School of Liberal Arts and Sciences,Social science,5,2016,301.440954 GHU,Sage,,9789386042279,375,03/17/2022 0:00,SK Publisher and Distributors,276
Books,638,Myth & reality,"Kosambi, D. D",RVUN22LB0042,School of Liberal Arts and Sciences,Social science,1,2016,398.20954 KOS,Sage,,9789386042262,295,03/17/2022 0:00,SK Publisher and Distributors,"xx, 160"
Books,639,An introduction to the study of indian history,"Kosambi, D. D",RVUN22LB0043,School of Liberal Arts and Sciences,History,1,2016,954  KOS,Sage,,9789386042217,375,03/17/2022 0:00,SK Publisher and Distributors,"xxiv, 234"
Books,640,An introduction to qualitative research,"Flick, Uwe.",RVUN22LB0044,School of Business,616,1,2017,300.72 FLI,Sage,,9789386062741,695,03/17/2022 0:00,SK Publisher and Distributors,Qualitative methods
Books,641,Financial statement analysis,"Subramanyam, K. R.",RVUN22LB0045,School of Business,Accounting,1,2019,657.3 SUB,Tmh,,9789390185863,845,03/17/2022 0:00,SK Publisher and Distributors,824
Books,642,Finance sense,"Chandra, Prasanna.",RVUN22LB0046,School of Business,Financial accounting,1,2019,658.15 CHA,McGraw-Hill,,9789352606245,765,03/17/2022 0:00,SK Publisher and Distributors,495
Books,643,Personal finance,"Kapoor, Jack.",RVUN22LB0047,School of Economics,Financial economics,12th,2018,332.024 KAP,Tmh,,9789389957402,795,03/17/2022 0:00,SK Publisher and Distributors,696
Books,644,"Computational finance [ 2 vol set ] incl. computational finance using c and c# , and",Vista books,RVUN22LB0048,School of Economics,Financial economics,1,2021,332.015197 VIS,George levy,,9780123747105,13841,03/17/2022 0:00,SK Publisher and Distributors,840
Books,645,Poor economics,"Banerjee, Abhijit V.",RVUN22LB0049,School of Liberal Arts and Sciences,Economics,2,2021,339.46091724 BAN,Penguine,,9788184002805,499,03/17/2022 0:00,SK Publisher and Distributors,"xv, 442"
Books,646,The gated republc,"Aiyar,  Shankkar.",RVUN22LB0050,School of Liberal Arts and Sciences,Political science,2,2021,320.60954 AIY,Harper,,9789353573874,699,03/17/2022 0:00,SK Publisher and Distributors,"xiv, 298"
Books,647,1000+ little habits,"Chernoff,  Marc .",RVUN22LB0051,School of Business,Self-Help,1,2020,158.2 CHE,Tarcher,,9780593538425,599,03/17/2022 0:00,SK Publisher and Distributors,352
Books,648,The professional: defining the new standard of excellence at work,Subroto Bagchi,RVUN22LB0052,School of Business,Non-fiction,2,2018,174.4 SUB,Penguine,,9780670085958,499,03/17/2022 0:00,SK Publisher and Distributors,256
Books,649,Advantage India,"Kalam, Abdul  A. P. J.",RVUN22LB0053,School of Economics,Economic development,2,2019,338.954 KAL,Harper,,9789351776451,299,03/17/2022 0:00,SK Publisher and Distributors,216
Books,650,The lean startup,"Rise, Eric.",RVUN22LB0054,School of Business,Management,1,2020,658.11 RIS,Penguine,,9780670921607,799,03/17/2022 0:00,SK Publisher and Distributors,336
Books,651,Mathematical optimizational economic theory,Intriligator,RVUN22LB0055,School of Economics,Economics,1,2018,330.0151 INT,Phi,,9788120346840,450,03/17/2022 0:00,SK Publisher and Distributors,"XVII, 508"
Books,652,A history of the vakataka gupta relations,"Goyal, S.R.",RVUN22LB0056,School of Liberal Arts and Sciences,History,1,2018,934.06 GOY,Kbw,,,650,03/17/2022 0:00,SK Publisher and Distributors,"xvii,154"
Books,653,Tabla rare compositions of the great masters,"Mishra, Vijay Shanker",RVUN22LB0057,School of Liberal Arts and Sciences,Music,1,2017,786.93 MIS,Kaniska,,9788184576412,500,03/17/2022 0:00,SK Publisher and Distributors,"x, 164"
Books,654,Ancient indian inscriptions,"Goyal, S.R.",RVUN22LB0058,School of Liberal Arts and Sciences,History,1,2014,934 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and distributors,
Books,655,Indian buddhism after the buddha,"Goyal, S.R.",RVUN22LB0059,School of Liberal Arts and Sciences,History,1,2014,200.9 GOY,Kbw,,978-8120809550,650,03/17/2022 0:00,SK Publisher and Distributors,420
Books,656,Sramanism in early indin religions & religious life,"Goyal, S.R.",RVUN22LB0060,School of Liberal Arts and Sciences,Religion,1,2014,294 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,657,The kautiliya arthasastra,"Goyal, S.R.",RVUN22LB0061,School of Liberal Arts and Sciences,Public administration,1,2014,354.54 GOY,Kusumanjali Book World,,,375,03/17/2022 0:00,SK Publisher and Distributors,"xvi, 188"
Books,658,The imperial guptas,"Goyal, S.R.",RVUN22LB0062,School of Liberal Arts and Sciences,History,1,2014,934.06 GOY,Kbw,,,1200,03/17/2022 0:00,SK Publisher and Distributors,"xl, 480"
Books,659,175 years of vakataka history and historiography,"Goyal, S.R.",RVUN22LB0063,School of Liberal Arts and Sciences,History,1,2014,934.05 GOY,Kusumanjali Book World,,,325,03/17/2022 0:00,SK Publisher and Distributors,
Books,660,Brahmi script,"Goyal, S.R.",RVUN22LB0064,School of Liberal Arts and Sciences,Languages,1,2014,411.0954 GOY,Kbw,,,600,03/17/2022 0:00,,
Books,661,A comprehensive history of hinduism,"Goyal, S.R.",RVUN22LB0065,School of Liberal Arts and Sciences,History,1,2014,294.509 GOY,Kusumanjali Book World,,,1800,03/17/2022 0:00,SK Publisher and Distributors,
Books,662,Studies in the history of the deccan and south india,"Goyal, S.R.",RVUN22LB0066,School of Liberal Arts and Sciences,History,1,2014,934 GOY,Kbw,,,375,03/17/2022 0:00,SK Publisher and Distributors,
Books,663,Pauranika sects & cults,"Goyal, S.R.",RVUN22LB0067,School of Liberal Arts and Sciences,Religion,1,2014,294.5 GOY,Kusumanjali Book World,,,990,03/17/2022 0:00,SK Publisher and Distributors,
Books,664,Literary chronology of ancient india,"Goyal, S.R.",RVUN22LB0068,School of Liberal Arts and Sciences,Dravidian literature,1,2014,891.209 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,665,Pre pauranika hinduism,"Goyal, S.R.",RVUN22LB0069,School of Liberal Arts and Sciences,Religion,1,2014,294.0954 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,666,The buddhist triratna,"Goyal, S.R.",RVUN22LB0070,School of Liberal Arts and Sciences,Buddhism,1,2014,294.3 GOY,Kusumanjali Book World,,,350,03/17/2022 0:00,SK Publisher and Distributors,
Books,667,Harsha,"Goyal, S.R.",RVUN22LB0071,School of Liberal Arts and Sciences,History,1,2014,934.07092 GOY,Kusumanjali Book World,,,850,02/17/2023 0:00,SK Publisher and Distributors,
Books,668,Fundamentals of pauranika hinduism,"Goyal, S.R.",RVUN22LB0072,School of Liberal Arts and Sciences,Religion,1,2014,294.0934 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,669,The economic history of ancient india,Das S.K.,RVUN22LB0073,School of Liberal Arts and Sciences,History,1,2015,330.934 DAS,Kbw,,9788185072074,350,03/17/2022 0:00,SK Publisher and Distributors,
Books,670,India as known to kautilya & megasthenes,"Goyal, S.R.",RVUN22LB0074,School of Liberal Arts and Sciences,Religion,1,2015,294.4 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,671,Probings in indian history,"Goyal, S.R.",RVUN22LB0075,School of Liberal Arts and Sciences,History,1,2015,954 GOY,Kusumanjali Book World,,,650,03/17/2022 0:00,SK Publisher and Distributors,
Books,672,Ancient india,"Goyal, S.R.",RVUN22LB0076,School of Liberal Arts and Sciences,History,1,2015,934.01 GOY,Kusumanjali Book World,,,400,03/17/2022 0:00,SK Publisher and Distributors,
Books,673,Early india historical probings,"Goyal, S.R.",RVUN22LB0077,School of Liberal Arts and Sciences,History,1,2015,954 GOY,Kusumanjali Book World,,,650,03/17/2022 0:00,SK Publisher and Distributors,
Books,674,A history of south india,"Sastri, Nilakanta K. A.",RVUN22LB0078,School of Liberal Arts and Sciences,History,1,2015,954.802 SAS,Kbw,,9780195606867,445,03/17/2022 0:00,SK Publisher and Distributors,521
Books,675,The india way,"Jaishankar, S.",RVUN22LB0079,School of Liberal Arts and Sciences,Commerce and communications,1,2020,380.1456841 JAI,Harper,,9789353579791,699,03/17/2022 0:00,SK Publisher and Distributors,"xiv, 226"
